maxIteration,Clusters,Workers,ByteSize,RecordCount,FeaturesCount,ExecutionSpeed,Accuracy,Algorithm
50,2,1,480,10,5,2.4424612522125244,3.675025657419633,BisectingKMeans
50,2,1,480,10,5,2.8704395294189453,125.62464762002716,GaussianMixture
10,3,1,480,10,5,0.5741837024688721,2.3445385439378787,KMeans
10,3,1,480,10,5,1.0217969417572021,2.869564719011771,BisectingKMeans
10,3,1,480,10,5,0.8106436729431152,38.526265956207936,GaussianMixture
25,3,1,480,10,5,0.599449634552002,2.3445385439378787,KMeans
25,3,1,480,10,5,2.0531229972839355,2.869564719011771,BisectingKMeans
25,3,1,480,10,5,1.4161767959594727,200.79523420799973,GaussianMixture
50,3,1,480,10,5,0.4711461067199707,2.3445385439378787,KMeans
50,3,1,480,10,5,4.00268292427063,2.869564719011771,BisectingKMeans
50,3,1,480,10,5,2.3388571739196777,14.795481695701064,GaussianMixture
10,5,1,480,10,5,0.5073137283325195,0.9719199795638225,KMeans
10,5,1,480,10,5,1.4138939380645752,2.0796410009715767,BisectingKMeans
10,5,1,480,10,5,0.6080012321472168,105.45951494958501,GaussianMixture
25,5,1,480,10,5,0.433718204498291,0.9719199795638225,KMeans
25,5,1,480,10,5,2.7239644527435303,2.0796410009715767,BisectingKMeans
25,5,1,480,10,5,1.1921954154968262,376.01733286240096,GaussianMixture
50,5,1,480,10,5,0.5346031188964844,0.9719199795638225,KMeans
50,5,1,480,10,5,5.458518028259277,2.0796410009715767,BisectingKMeans
50,5,1,480,10,5,2.121218681335449,105.45951494958501,GaussianMixture
10,2,1,880,10,10,0.680788516998291,7.14526312818537,KMeans
10,2,1,880,10,10,0.5839884281158447,7.881641615115061,BisectingKMeans
10,2,1,880,10,10,0.5166308879852295,231.00496573898428,GaussianMixture
25,2,1,880,10,10,0.4786186218261719,7.14526312818537,KMeans
25,2,1,880,10,10,1.0858564376831055,7.881641615115061,BisectingKMeans
25,2,1,880,10,10,0.44583773612976074,231.00496573898428,GaussianMixture
50,2,1,880,10,10,0.49956440925598145,7.14526312818537,KMeans
50,2,1,880,10,10,1.831009864807129,7.881641615115061,BisectingKMeans
50,2,1,880,10,10,0.4138500690460205,231.00496573898428,GaussianMixture
10,3,1,880,10,10,0.42691707611083984,5.694438003795514,KMeans
10,3,1,880,10,10,0.8241555690765381,6.937187925281787,BisectingKMeans
10,3,1,880,10,10,0.5641374588012695,92.91453742004619,GaussianMixture
25,3,1,880,10,10,0.4296731948852539,5.694438003795514,KMeans
25,3,1,880,10,10,1.697946548461914,6.937187925281787,BisectingKMeans
25,3,1,880,10,10,0.6523561477661133,334.80638536506876,GaussianMixture
50,3,1,880,10,10,0.42723608016967773,5.694438003795514,KMeans
50,3,1,880,10,10,3.3535051345825195,6.937187925281787,BisectingKMeans
50,3,1,880,10,10,0.6154522895812988,334.80638536506876,GaussianMixture
10,5,1,880,10,10,0.4403529167175293,3.799172596585956,KMeans
10,5,1,880,10,10,1.1093833446502686,3.9887488875823918,BisectingKMeans
10,5,1,880,10,10,0.5642468929290771,488.2337063195952,GaussianMixture
25,5,1,880,10,10,0.43819665908813477,3.799172596585956,KMeans
25,5,1,880,10,10,2.5565314292907715,3.9887488875823918,BisectingKMeans
25,5,1,880,10,10,1.0728421211242676,531.771133097728,GaussianMixture
50,5,1,880,10,10,0.42405080795288086,3.799172596585956,KMeans
50,5,1,880,10,10,4.704911947250366,3.9887488875823918,BisectingKMeans
50,5,1,880,10,10,2.0130341053009033,27.930023248123845,GaussianMixture
10,2,1,2080,10,25,1.0211217403411865,20.446842467959392,KMeans
10,2,1,2080,10,25,0.7325448989868164,21.744435216682312,BisectingKMeans
10,2,1,2080,10,25,0.7438559532165527,-224.07246998643217,GaussianMixture
25,2,1,2080,10,25,0.7793970108032227,20.446842467959392,KMeans
25,2,1,2080,10,25,1.1218597888946533,21.744435216682312,BisectingKMeans
25,2,1,2080,10,25,1.2128114700317383,99.33242531909099,GaussianMixture
50,2,1,2080,10,25,0.7284939289093018,20.446842467959392,KMeans
50,2,1,2080,10,25,1.8424839973449707,21.744435216682312,BisectingKMeans
50,2,1,2080,10,25,2.1249232292175293,-96.71652244237623,GaussianMixture
10,3,1,2080,10,25,0.7029547691345215,15.261363918285937,KMeans
10,3,1,2080,10,25,0.9449083805084229,18.361502339750587,BisectingKMeans
10,3,1,2080,10,25,0.6237490177154541,-44.573215973299284,GaussianMixture
25,3,1,2080,10,25,0.7092866897583008,15.261363918285937,KMeans
25,3,1,2080,10,25,1.922818899154663,18.361502339750587,BisectingKMeans
25,3,1,2080,10,25,1.2313916683197021,172.04907484371995,GaussianMixture
50,3,1,2080,10,25,0.726874589920044,15.261363918285937,KMeans
50,3,1,2080,10,25,3.511044979095459,18.361502339750587,BisectingKMeans
50,3,1,2080,10,25,1.536365032196045,76.55694599530759,GaussianMixture
10,5,1,2080,10,25,0.6798713207244873,11.082802606793237,KMeans
10,5,1,2080,10,25,1.2745962142944336,13.608337889588665,BisectingKMeans
10,5,1,2080,10,25,0.6664283275604248,373.97738212924185,GaussianMixture
25,5,1,2080,10,25,0.6974542140960693,11.082802606793237,KMeans
25,5,1,2080,10,25,2.6023640632629395,13.608337889588665,BisectingKMeans
25,5,1,2080,10,25,1.1652629375457764,379.69365088930977,GaussianMixture
50,5,1,2080,10,25,0.6656947135925293,11.082802606793237,KMeans
50,5,1,2080,10,25,5.224337816238403,13.608337889588665,BisectingKMeans
50,5,1,2080,10,25,2.1726815700531006,384.08050721475286,GaussianMixture
10,2,1,800,25,3,0.6427562236785889,3.100756413546452,KMeans
10,2,1,800,25,3,0.4525129795074463,3.100756413546452,BisectingKMeans
10,2,1,800,25,3,0.5090057849884033,3.312303208627264,GaussianMixture
25,2,1,800,25,3,0.5188357830047607,3.100756413546452,KMeans
25,2,1,800,25,3,0.8547408580780029,3.100756413546452,BisectingKMeans
25,2,1,800,25,3,0.9806644916534424,6.768258604623604,GaussianMixture
50,2,1,800,25,3,0.45610737800598145,3.100756413546452,KMeans
50,2,1,800,25,3,1.6502273082733154,3.100756413546452,BisectingKMeans
50,2,1,800,25,3,0.9976589679718018,6.768258604623604,GaussianMixture
10,3,1,800,25,3,0.38443446159362793,2.2285114569148945,KMeans
10,3,1,800,25,3,0.8202381134033203,2.542321792755096,BisectingKMeans
10,3,1,800,25,3,0.38328027725219727,16.660935598500096,GaussianMixture
25,3,1,800,25,3,0.36564064025878906,2.2285114569148945,KMeans
25,3,1,800,25,3,1.642089605331421,2.542321792755096,BisectingKMeans
25,3,1,800,25,3,0.49326300621032715,16.660935598500096,GaussianMixture
50,3,1,800,25,3,0.41465234756469727,2.2285114569148945,KMeans
50,3,1,800,25,3,3.1257996559143066,2.542321792755096,BisectingKMeans
50,3,1,800,25,3,0.3896493911743164,16.660935598500096,GaussianMixture
10,5,1,800,25,3,0.386030912399292,1.2323257908415732,KMeans
10,5,1,800,25,3,1.0591487884521484,1.504203333440349,BisectingKMeans
10,5,1,800,25,3,0.45813775062561035,35.44442310144228,GaussianMixture
25,5,1,800,25,3,0.3655970096588135,1.2323257908415732,KMeans
25,5,1,800,25,3,2.480355978012085,1.504203333440349,BisectingKMeans
25,5,1,800,25,3,0.9524433612823486,111.18118027343127,GaussianMixture
50,5,1,800,25,3,0.42566776275634766,1.2323257908415732,KMeans
50,5,1,800,25,3,4.596936464309692,1.504203333440349,BisectingKMeans
50,5,1,800,25,3,0.9884207248687744,111.18118027343127,GaussianMixture
10,2,1,1200,25,5,0.7100417613983154,6.831257437815578,KMeans
10,2,1,1200,25,5,0.5753295421600342,7.725684426827657,BisectingKMeans
10,2,1,1200,25,5,0.5301880836486816,13.2113790271376,GaussianMixture
25,2,1,1200,25,5,0.501030445098877,6.831257437815578,KMeans
25,2,1,1200,25,5,0.9391794204711914,7.725684426827657,BisectingKMeans
25,2,1,1200,25,5,0.4080624580383301,13.2113790271376,GaussianMixture
50,2,1,1200,25,5,0.48923468589782715,6.831257437815578,KMeans
50,2,1,1200,25,5,1.6149280071258545,7.725684426827657,BisectingKMeans
50,2,1,1200,25,5,0.4004709720611572,13.2113790271376,GaussianMixture
10,3,1,1200,25,5,0.4494588375091553,6.504450962638893,KMeans
10,3,1,1200,25,5,0.7403440475463867,6.378502480597215,BisectingKMeans
10,3,1,1200,25,5,0.4719510078430176,34.09990359686236,GaussianMixture
25,3,1,1200,25,5,0.42589378356933594,6.504450962638893,KMeans
25,3,1,1200,25,5,1.580047845840454,6.378502480597215,BisectingKMeans
25,3,1,1200,25,5,0.7122452259063721,72.29929735728032,GaussianMixture
50,3,1,1200,25,5,0.44275426864624023,6.504450962638893,KMeans
50,3,1,1200,25,5,3.1932079792022705,6.378502480597215,BisectingKMeans
50,3,1,1200,25,5,0.6639554500579834,72.29929735728032,GaussianMixture
10,5,1,1200,25,5,0.4402182102203369,4.502307170655251,KMeans
10,5,1,1200,25,5,1.0546631813049316,5.385307153494988,BisectingKMeans
10,5,1,1200,25,5,0.3537716865539551,110.51703631737809,GaussianMixture
25,5,1,1200,25,5,0.4097785949707031,4.502307170655251,KMeans
25,5,1,1200,25,5,2.376835346221924,5.385307153494988,BisectingKMeans
25,5,1,1200,25,5,0.34506702423095703,110.51703631737809,GaussianMixture
50,5,1,1200,25,5,0.4285123348236084,4.502307170655251,KMeans
50,5,1,1200,25,5,4.703672170639038,5.385307153494988,BisectingKMeans
50,5,1,1200,25,5,0.37865209579467773,110.51703631737809,GaussianMixture
10,2,1,2200,25,10,0.6428377628326416,15.707139490865448,KMeans
10,2,1,2200,25,10,0.526623010635376,16.46041346841885,BisectingKMeans
10,2,1,2200,25,10,0.37085461616516113,148.7588869343909,GaussianMixture
25,2,1,2200,25,10,0.5325932502746582,15.707139490865448,KMeans
25,2,1,2200,25,10,0.9239022731781006,16.46041346841885,BisectingKMeans
25,2,1,2200,25,10,0.3260486125946045,148.7588869343909,GaussianMixture
50,2,1,2200,25,10,0.5360097885131836,15.707139490865448,KMeans
50,2,1,2200,25,10,1.6331403255462646,16.46041346841885,BisectingKMeans
50,2,1,2200,25,10,0.4335823059082031,148.7588869343909,GaussianMixture
10,3,1,2200,25,10,0.5054707527160645,15.166837790564564,KMeans
10,3,1,2200,25,10,0.7995669841766357,14.98589087698465,BisectingKMeans
10,3,1,2200,25,10,0.48181962966918945,-42.1439008297243,GaussianMixture
25,3,1,2200,25,10,0.4918043613433838,15.166837790564564,KMeans
25,3,1,2200,25,10,1.6641149520874023,14.98589087698465,BisectingKMeans
25,3,1,2200,25,10,1.0115373134613037,-42.1439008297243,GaussianMixture
50,3,1,2200,25,10,0.46529245376586914,15.166837790564564,KMeans
50,3,1,2200,25,10,3.221249580383301,14.98589087698465,BisectingKMeans
50,3,1,2200,25,10,1.8620295524597168,-42.1439008297243,GaussianMixture
10,5,1,2200,25,10,0.4117887020111084,11.462675302995576,KMeans
10,5,1,2200,25,10,1.1076526641845703,12.294562493382177,BisectingKMeans
10,5,1,2200,25,10,0.48645782470703125,297.02542425679496,GaussianMixture
25,5,1,2200,25,10,0.4388692378997803,11.462675302995576,KMeans
25,5,1,2200,25,10,2.4995288848876953,12.294562493382177,BisectingKMeans
25,5,1,2200,25,10,1.0967228412628174,99.01120365014388,GaussianMixture
50,5,1,2200,25,10,0.5059783458709717,11.462675302995576,KMeans
50,5,1,2200,25,10,4.42424464225769,12.294562493382177,BisectingKMeans
50,5,1,2200,25,10,1.831561803817749,416.6667837521354,GaussianMixture
10,2,1,5200,25,25,0.7853891849517822,41.47307667346958,KMeans
10,2,1,5200,25,25,0.6006927490234375,40.72559389512105,BisectingKMeans
10,2,1,5200,25,25,0.6506638526916504,1278.172201139775,GaussianMixture
25,2,1,5200,25,25,0.630152702331543,41.47307667346958,KMeans
25,2,1,5200,25,25,0.9846436977386475,40.72559389512105,BisectingKMeans
25,2,1,5200,25,25,1.0870411396026611,-77.20520669863578,GaussianMixture
50,2,1,5200,25,25,0.6314976215362549,41.47307667346958,KMeans
50,2,1,5200,25,25,1.8944895267486572,40.72559389512105,BisectingKMeans
50,2,1,5200,25,25,2.043388605117798,1278.172201139775,GaussianMixture
10,3,1,5200,25,25,0.679405689239502,37.93903491687344,KMeans
10,3,1,5200,25,25,0.8263273239135742,37.41248610339322,BisectingKMeans
10,3,1,5200,25,25,0.6327595710754395,949.955474562514,GaussianMixture
25,3,1,5200,25,25,0.6689457893371582,37.93903491687344,KMeans
25,3,1,5200,25,25,1.7060341835021973,37.41248610339322,BisectingKMeans
25,3,1,5200,25,25,1.1015098094940186,-50.07164066119239,GaussianMixture
50,3,1,5200,25,25,0.6224687099456787,37.93903491687344,KMeans
50,3,1,5200,25,25,3.3885557651519775,37.41248610339322,BisectingKMeans
50,3,1,5200,25,25,2.2685189247131348,-24.444079469716154,GaussianMixture
10,5,1,5200,25,25,0.7385478019714355,33.33404590829324,KMeans
10,5,1,5200,25,25,1.4421451091766357,33.145673926721145,BisectingKMeans
10,5,1,5200,25,25,0.6691586971282959,-473.8852539441805,GaussianMixture
25,5,1,5200,25,25,0.6424005031585693,33.33404590829324,KMeans
25,5,1,5200,25,25,2.434633493423462,33.145673926721145,BisectingKMeans
25,5,1,5200,25,25,1.1204066276550293,178.77202900105397,GaussianMixture
50,5,1,5200,25,25,0.7621095180511475,33.33404590829324,KMeans
50,5,1,5200,25,25,5.993237018585205,33.145673926721145,BisectingKMeans
50,5,1,5200,25,25,2.1014699935913086,938.7025113727011,GaussianMixture
10,2,1,3200,100,3,0.5376100540161133,12.153154017629793,KMeans
10,2,1,3200,100,3,0.46822309494018555,12.03238631449846,BisectingKMeans
10,2,1,3200,100,3,0.48922157287597656,5.230074545124397,GaussianMixture
25,2,1,3200,100,3,0.4705650806427002,12.153154017629793,KMeans
25,2,1,3200,100,3,0.8682243824005127,12.03238631449846,BisectingKMeans
25,2,1,3200,100,3,0.7639286518096924,7.897600377459896,GaussianMixture
50,2,1,3200,100,3,0.5081522464752197,12.153154017629793,KMeans
50,2,1,3200,100,3,1.9981513023376465,12.03238631449846,BisectingKMeans
50,2,1,3200,100,3,0.9574167728424072,7.897600377459896,GaussianMixture
10,3,1,3200,100,3,0.6573772430419922,9.547177450398895,KMeans
10,3,1,3200,100,3,0.7768895626068115,10.44089715721136,BisectingKMeans
10,3,1,3200,100,3,0.5218837261199951,9.058008561511906,GaussianMixture
25,3,1,3200,100,3,0.6674878597259521,9.547177450398895,KMeans
25,3,1,3200,100,3,1.8948256969451904,10.44089715721136,BisectingKMeans
25,3,1,3200,100,3,1.0690946578979492,10.152606382901663,GaussianMixture
50,3,1,3200,100,3,0.6298668384552002,9.547177450398895,KMeans
50,3,1,3200,100,3,3.6137044429779053,10.44089715721136,BisectingKMeans
50,3,1,3200,100,3,1.9883308410644531,10.7311451354581,GaussianMixture
10,5,1,3200,100,3,0.6081786155700684,7.048600082221707,KMeans
10,5,1,3200,100,3,1.1479418277740479,7.583752261368973,BisectingKMeans
10,5,1,3200,100,3,0.5527751445770264,25.4429711210332,GaussianMixture
25,5,1,3200,100,3,0.6428680419921875,7.048600082221707,KMeans
25,5,1,3200,100,3,2.4399521350860596,7.583752261368973,BisectingKMeans
25,5,1,3200,100,3,1.070728063583374,33.088658646156446,GaussianMixture
50,5,1,3200,100,3,0.5311069488525391,7.048600082221707,KMeans
50,5,1,3200,100,3,4.845792531967163,7.583752261368973,BisectingKMeans
50,5,1,3200,100,3,1.7597784996032715,35.43078142933149,GaussianMixture
10,2,1,4800,100,5,0.5503261089324951,18.985897680185367,KMeans
10,2,1,4800,100,5,0.47266221046447754,19.15166754941346,BisectingKMeans
10,2,1,4800,100,5,0.5113720893859863,103.76255455012046,GaussianMixture
25,2,1,4800,100,5,0.4877817630767822,18.985897680185367,KMeans
25,2,1,4800,100,5,0.8143455982208252,19.15166754941346,BisectingKMeans
25,2,1,4800,100,5,0.7038390636444092,103.95365699443833,GaussianMixture
50,2,1,4800,100,5,0.42803072929382324,18.985897680185367,KMeans
50,2,1,4800,100,5,1.6176552772521973,19.15166754941346,BisectingKMeans
50,2,1,4800,100,5,0.7557938098907471,103.95365699443833,GaussianMixture
10,3,1,4800,100,5,0.5318882465362549,15.567011279547987,KMeans
10,3,1,4800,100,5,0.713994026184082,16.63932927796213,BisectingKMeans
10,3,1,4800,100,5,0.52042555809021,126.87632459170226,GaussianMixture
25,3,1,4800,100,5,0.4983999729156494,15.567011279547987,KMeans
25,3,1,4800,100,5,1.7711191177368164,16.63932927796213,BisectingKMeans
25,3,1,4800,100,5,1.0763957500457764,134.29755929063919,GaussianMixture
50,3,1,4800,100,5,0.4895017147064209,15.567011279547987,KMeans
50,3,1,4800,100,5,3.3267319202423096,16.63932927796213,BisectingKMeans
50,3,1,4800,100,5,1.4153220653533936,138.58748280336576,GaussianMixture
10,5,1,4800,100,5,0.6671748161315918,12.413836363119966,KMeans
10,5,1,4800,100,5,1.0994508266448975,12.70448884106322,BisectingKMeans
10,5,1,4800,100,5,0.4426259994506836,174.56629362718644,GaussianMixture
25,5,1,4800,100,5,1.2272851467132568,12.01619041433273,KMeans
25,5,1,4800,100,5,2.429399013519287,12.70448884106322,BisectingKMeans
25,5,1,4800,100,5,0.998344898223877,183.57993806388498,GaussianMixture
50,5,1,4800,100,5,1.0566058158874512,12.01619041433273,KMeans
50,5,1,4800,100,5,5.0690107345581055,12.70448884106322,BisectingKMeans
50,5,1,4800,100,5,1.0511760711669922,183.57993806388498,GaussianMixture
10,2,1,8800,100,10,0.6508183479309082,38.798417265936706,KMeans
10,2,1,8800,100,10,0.5463426113128662,40.54852161217839,BisectingKMeans
10,2,1,8800,100,10,0.516376256942749,263.2898985378682,GaussianMixture
25,2,1,8800,100,10,0.5707180500030518,38.798417265936706,KMeans
25,2,1,8800,100,10,0.9656167030334473,38.80280897395244,BisectingKMeans
25,2,1,8800,100,10,1.014937162399292,263.79878681137734,GaussianMixture
50,2,1,8800,100,10,0.5304348468780518,38.798417265936706,KMeans
50,2,1,8800,100,10,1.7620656490325928,38.80280897395244,BisectingKMeans
50,2,1,8800,100,10,1.0236105918884277,263.79878681137734,GaussianMixture
10,3,1,8800,100,10,0.6817243099212646,36.12293665508056,KMeans
10,3,1,8800,100,10,0.7126023769378662,35.643822888345554,BisectingKMeans
10,3,1,8800,100,10,0.49242401123046875,355.3250456807867,GaussianMixture
25,3,1,8800,100,10,0.5665826797485352,36.12293665508056,KMeans
25,3,1,8800,100,10,1.6918764114379883,35.14210628313259,BisectingKMeans
25,3,1,8800,100,10,0.7896957397460938,355.9413120643376,GaussianMixture
50,3,1,8800,100,10,0.5675106048583984,36.12293665508056,KMeans
50,3,1,8800,100,10,3.3226234912872314,35.14210628313259,BisectingKMeans
50,3,1,8800,100,10,0.7200853824615479,355.9413120643376,GaussianMixture
10,5,1,8800,100,10,0.6052730083465576,31.805935512145567,KMeans
10,5,1,8800,100,10,1.0797455310821533,31.852763063361863,BisectingKMeans
10,5,1,8800,100,10,0.5183892250061035,490.97727757518646,GaussianMixture
25,5,1,8800,100,10,0.61582350730896,31.805935512145567,KMeans
25,5,1,8800,100,10,2.4822001457214355,32.14318599204133,BisectingKMeans
25,5,1,8800,100,10,0.5793118476867676,491.0731246353306,GaussianMixture
50,5,1,8800,100,10,0.584038496017456,31.805935512145567,KMeans
50,5,1,8800,100,10,4.766563653945923,32.14318599204133,BisectingKMeans
50,5,1,8800,100,10,0.6589875221252441,491.0731246353306,GaussianMixture
10,2,1,20800,100,25,0.8741376399993896,144.99087945611404,KMeans
10,2,1,20800,100,25,0.5734355449676514,144.36073595143716,BisectingKMeans
10,2,1,20800,100,25,0.5375669002532959,467.8961679671245,GaussianMixture
25,2,1,20800,100,25,0.7423393726348877,144.99087945611404,KMeans
25,2,1,20800,100,25,0.9676609039306641,144.36073595143716,BisectingKMeans
25,2,1,20800,100,25,0.48110103607177734,467.8961679671245,GaussianMixture
50,2,1,20800,100,25,0.7029693126678467,144.99087945611404,KMeans
50,2,1,20800,100,25,1.669285535812378,144.36073595143716,BisectingKMeans
50,2,1,20800,100,25,0.48776912689208984,467.8961679671245,GaussianMixture
10,3,1,20800,100,25,0.7966535091400146,139.94309873553362,KMeans
10,3,1,20800,100,25,1.0683941841125488,137.5296991380418,BisectingKMeans
10,3,1,20800,100,25,0.5268895626068115,783.1884292213288,GaussianMixture
25,3,1,20800,100,25,0.7356002330780029,139.94309873553362,KMeans
25,3,1,20800,100,25,1.6861414909362793,137.5296991380418,BisectingKMeans
25,3,1,20800,100,25,0.43795180320739746,783.1884292213288,GaussianMixture
50,3,1,20800,100,25,0.7124109268188477,139.94309873553362,KMeans
50,3,1,20800,100,25,3.1106910705566406,137.5296991380418,BisectingKMeans
50,3,1,20800,100,25,0.44899821281433105,783.1884292213288,GaussianMixture
10,5,1,20800,100,25,0.6900172233581543,128.3523066565579,KMeans
10,5,1,20800,100,25,1.126950740814209,129.54491633187573,BisectingKMeans
10,5,1,20800,100,25,0.6308374404907227,2768.215148679954,GaussianMixture
25,5,1,20800,100,25,0.7455313205718994,128.3523066565579,KMeans
25,5,1,20800,100,25,2.812497854232788,129.54491633187573,BisectingKMeans
25,5,1,20800,100,25,1.2979063987731934,362.45760676933367,GaussianMixture
50,5,1,20800,100,25,0.6648838520050049,128.3523066565579,KMeans
50,5,1,20800,100,25,5.082615375518799,129.54491633187573,BisectingKMeans
50,5,1,20800,100,25,1.9691169261932373,3429.0305786553354,GaussianMixture
10,2,1,16000,500,3,0.6934239864349365,58.45347914532675,KMeans
10,2,1,16000,500,3,0.42688870429992676,59.66171850781246,BisectingKMeans
10,2,1,16000,500,3,0.4768519401550293,283.2808759042334,GaussianMixture
25,2,1,16000,500,3,0.6025938987731934,58.45347914532675,KMeans
25,2,1,16000,500,3,0.8757662773132324,59.66171850781246,BisectingKMeans
25,2,1,16000,500,3,0.8952548503875732,283.46386399620116,GaussianMixture
50,2,1,16000,500,3,0.6687679290771484,58.45347914532675,KMeans
50,2,1,16000,500,3,1.5359268188476562,59.66171850781246,BisectingKMeans
50,2,1,16000,500,3,0.7254917621612549,283.46386399620116,GaussianMixture
10,3,1,16000,500,3,0.5595133304595947,39.58254811551002,KMeans
10,3,1,16000,500,3,0.7101469039916992,42.959098870144174,BisectingKMeans
10,3,1,16000,500,3,0.4129626750946045,321.3571758556428,GaussianMixture
25,3,1,16000,500,3,0.5865249633789062,39.58254811551002,KMeans
25,3,1,16000,500,3,1.5120959281921387,42.959098870144174,BisectingKMeans
25,3,1,16000,500,3,1.1476986408233643,328.2268198967723,GaussianMixture
50,3,1,16000,500,3,0.657268762588501,39.58254811551002,KMeans
50,3,1,16000,500,3,3.0115485191345215,42.959098870144174,BisectingKMeans
50,3,1,16000,500,3,1.670222520828247,328.8552946706228,GaussianMixture
10,5,1,16000,500,3,0.4768035411834717,24.51728990113397,KMeans
10,5,1,16000,500,3,0.9809143543243408,25.471457191370575,BisectingKMeans
10,5,1,16000,500,3,0.441800594329834,342.11619469283187,GaussianMixture
25,5,1,16000,500,3,0.5108788013458252,24.51728990113397,KMeans
25,5,1,16000,500,3,2.1788926124572754,25.471457191370575,BisectingKMeans
25,5,1,16000,500,3,1.0893738269805908,370.17861655670674,GaussianMixture
50,5,1,16000,500,3,0.6211276054382324,24.51728990113397,KMeans
50,5,1,16000,500,3,4.329748153686523,25.471457191370575,BisectingKMeans
50,5,1,16000,500,3,2.338676691055298,390.1781490832708,GaussianMixture
10,2,1,24000,500,5,0.6738071441650391,36.25139561895323,KMeans
10,2,1,24000,500,5,0.4491112232208252,39.03744651033179,BisectingKMeans
10,2,1,24000,500,5,0.49974679946899414,1729.9490855792437,GaussianMixture
25,2,1,24000,500,5,0.7377548217773438,36.11569148755714,KMeans
25,2,1,24000,500,5,0.8656773567199707,36.25108636565621,BisectingKMeans
25,2,1,24000,500,5,0.9203851222991943,1736.6654477751554,GaussianMixture
50,2,1,24000,500,5,0.7773489952087402,36.11569148755714,KMeans
50,2,1,24000,500,5,1.7552642822265625,36.13537887972799,BisectingKMeans
50,2,1,24000,500,5,1.5268266201019287,1737.8842340582178,GaussianMixture
10,3,1,24000,500,5,0.5644586086273193,31.35616030342844,KMeans
10,3,1,24000,500,5,0.6913740634918213,33.66220789515438,BisectingKMeans
10,3,1,24000,500,5,0.4730207920074463,1799.8177965482814,GaussianMixture
25,3,1,24000,500,5,0.5691711902618408,31.35616030342844,KMeans
25,3,1,24000,500,5,1.5197076797485352,33.83398741453259,BisectingKMeans
25,3,1,24000,500,5,0.9077720642089844,1800.6491943238075,GaussianMixture
50,3,1,24000,500,5,0.5945131778717041,31.35616030342844,KMeans
50,3,1,24000,500,5,3.319558620452881,32.16904954229917,BisectingKMeans
50,3,1,24000,500,5,1.7159078121185303,1803.134718202566,GaussianMixture
10,5,1,24000,500,5,0.5151586532592773,25.594628496158506,KMeans
10,5,1,24000,500,5,0.9811441898345947,28.035565991034208,BisectingKMeans
10,5,1,24000,500,5,0.4538848400115967,1985.0710754251477,GaussianMixture
25,5,1,24000,500,5,0.6621754169464111,25.594628496158506,KMeans
25,5,1,24000,500,5,3.0276734828948975,27.032930729460958,BisectingKMeans
25,5,1,24000,500,5,0.9746925830841064,1989.8512058486085,GaussianMixture
